,current_location,current_work,previous_work,latest_Education,major,search_school,latitude,longitude,state,county,city,fips,current_company,previous_company,current_company_industry,previous_company_industry
1243,"Austin, Texas, United States",Chief of Staff to the Chief Technology Officer at Embark Trucks,Chief Of Staff and Acting Executive Director at Center on Global Energy Policy,Princeton University,Public Administration,Brown University,30.271129,-97.7437,Texas,Travis,Austin,48453.0,Embark Trucks,Center on Global Energy Policy,"541511 Web (i.e., Internet) page design services, custom",
1244,"Charlotte, North Carolina, United States",Head of Marketing Transformation at Equitable,Head of Brand Experiences at TIAA,+ 2 more,International Relations & Latin American Studies,Brown University,35.227209,-80.843083,North Carolina,Mecklenburg,Charlotte,37119.0,Equitable,TIAA,525120 Union health and welfare funds,522120 State savings banks
1245,"New York, New York, United States",Chief Business Officer at VMLY&R,President at Ampush,Brown University,,Brown University,40.712728,-74.006015,New York,,New York,36061.0,VMLY&R,Ampush,551112 Public utility holding companies,541613 Sales management consulting services
1246,New York City  ,"Vice President, Global Marketing, Skincare at Elizabeth Arden","Senior Director, Global Marketing Skincare at Elizabeth Arden",Harvard Business School,"Marketing, Management",Brown University,40.712728,-74.006015,New York,,New York,36061.0,Elizabeth Arden,Elizabeth Arden,"325620 Towelettes, premoistened, manufacturing","325620 Towelettes, premoistened, manufacturing"
1247,"Austin, Texas, United States",Senior Director Of Engineering at Google,"VP Engineering & Group Manager, Infrastructure and Engineering Platforms at Indeed.com",Brown University,Computer Science,Brown University,30.271129,-97.7437,Texas,Travis,Austin,48453.0,Google,Indeed.com,"541512 Systems integration design services, computer",
1248, Chicago ,Chief Transformation Officer - Head of Claims Transformation and Analytics at The Hanover Insurance Group,"Chief Financial Officer, Claims | Head of Claims Analytics at The Hanover Insurance Group",Brown University,Economics and Organizational Behavior & Management,Brown University,41.875562,-87.624421,Illinois,Cook,Chicago,17031.0,The Hanover Insurance Group,The Hanover Insurance Group,"524113 Savings bank life insurance carriers, direct","524113 Savings bank life insurance carriers, direct"
1249,"Los Angeles, California, United States","Chief Product Officer at Tinder, Inc.","Head of Revenue, Tinder at Tinder, Inc.",2003–2003,,Brown University,34.053691,-118.242766,California,Los Angeles,Los Angeles,6037.0,"Tinder, Inc.","Tinder, Inc.",812990 Wedding planning services,812990 Wedding planning services
1250,"Sudbury, Massachusetts, United States","President at Dynaflo, Inc.",VP Marketing & Sales at Dynaflo Inc,Brown University,,Brown University,42.383428,-71.416172,Massachusetts,Middlesex,,25017.0,"Dynaflo, Inc.",Dynaflo Inc,,
1251,Washington DC-Baltimore ,"Vice President, Fraud and Disputes Customer Experience and Horizontal Strategy at Capital One","Vice President, Strategy at Capital One",Harvard Business School,Cognitive Neuroscience,Brown University,38.918116,-76.942107,District of Columbia,Prince George's,Washington,,Capital One,Capital One,"711510 Writers, independent (freelance)","711510 Writers, independent (freelance)"
1252, Boston,"Executive Director, Strategic Sourcing R&D at Vertex Pharmaceuticals","Sr. Director, Procurement & Strategic Sourcing at Vertex Pharmaceuticals",Lehigh University,"Business Administration and Management, General",Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Vertex Pharmaceuticals,Vertex Pharmaceuticals,541715,541715
1253,"Tallahassee, Florida, United States","Founder and Chief Executive Officer at Luminous Development Group, LLC","Founder and Chief Executive Officer at White Light Consulting, LLC",Harvard University,Management,Brown University,30.438083,-84.280933,Florida,Leon,Tallahassee,12073.0,"Luminous Development Group, LLC","White Light Consulting, LLC",237210 Subdividing real estate,
1254,"Boston, Massachusetts, United States",Chief Operating Officer at Apnimed Inc.,"CEO at Helperby Therapeutics, USA",1996–1998,"Business Administration, Healthcare Management",Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Apnimed Inc.,"Helperby Therapeutics, USA",,
1255,"San Francisco, California, United States",Chief Technology Officer at Oxide Computer Company,Chief Technology Officer at Joyent,1992–1996,Computer Science,Brown University,37.779026,-122.419906,California,,San Francisco,6075.0,Oxide Computer Company,Joyent,443142 Video tape stores,"541512 Systems integration design services, computer"
1256, Boston,"Senior Vice President, Drug Discovery at Expansion Therapeutics","Vice President, Drug Discovery at Goldfinch Bio",1991–1997,Synthetic Organic Synthesis,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Expansion Therapeutics,Goldfinch Bio,,541715
1257, Boston,"Director, Commercial Operations and Analytics at Agios Pharmaceuticals","Director, New Products Planning, Commercial Analytics at Sunovion Pharmaceuticals",Brown University,Neuroscience,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Agios Pharmaceuticals,Sunovion Pharmaceuticals,541714,325412 Zinc oxide medicinal preparations manufacturing
1258,"New York, New York, United States","VP, Sourcing Technology at FTV Capital",Technical Director at Code and Theory,Brown University,"Computer Science, Economics",Brown University,40.712728,-74.006015,New York,,New York,36061.0,FTV Capital,Code and Theory,,541990 Weather forecasting services
1259,San Francisco Bay ,Director of Data Science at Roblox,"Head of Data Science, Uber Elevate at Uber",Stanford University,Computer Science (Algorithm Design and Analysis),Brown University,37.714029,-122.307794,California,San Mateo,,6081.0,Roblox,Uber,"511210 Utility software, computer, packaged",485999 Vanpool operation
1260,"West Chester, Pennsylvania, United States",President at Virtu.US,"Chief of Staff at Lt. Governor/Acting Governor, Pennsylvania",Columbia University School of Law,Political Science,Brown University,39.959721,-75.605964,Pennsylvania,Chester,,42029.0,Virtu.US,"Lt. Governor/Acting Governor, Pennsylvania",,
1261,San Francisco Bay ,Head of Product at Parabola,"Product Lead, Dropbox Business at Dropbox",Brown University,International Relations,Brown University,37.714029,-122.307794,California,San Mateo,,6081.0,Parabola,Dropbox,999990,"511210 Utility software, computer, packaged"
1262,"Cambridge, Massachusetts, United States",Affiliate + Instructor at MIT Media Lab,Founder + President at MIT Biotech Group,Massachusetts Institute of Technology,MIT Media Lab,Brown University,42.3751,-71.105616,Massachusetts,Middlesex,Cambridge,25017.0,MIT Media Lab,MIT Biotech Group,541715,
1263,"New York, New York, United States","General Manager, channel partner program at Squarespace",Business Development & Strategy Operations at Squarespace,2003–2006,Law,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Squarespace,Squarespace,"511210 Utility software, computer, packaged","511210 Utility software, computer, packaged"
1264,"Phoenix, Arizona, United States",Chief Revenue Officer (CRO) at Wana Brands,"Director of SaaS Innovation:  Latin America, Latin Europe, Caribbean and Israel  at EBSCO Information Services",Brown University,"Finance, General",Brown University,33.448437,-112.074142,Arizona,Maricopa,Phoenix,4013.0,Wana Brands,EBSCO Information Services,,"423990 Wood products (e.g., chips, posts, shavings, ties) merchant wholesalers"
1265,"Kansas City, Missouri, United States",President at Kansas City Chiefs,Chief Operating Officer at Kansas City Chiefs,Brown University,Political Science Organizational Behavior and Management,Brown University,39.100105,-94.578142,Missouri,Jackson,Downtown Kansas City,29095.0,Kansas City Chiefs,Kansas City Chiefs,"711211 Sports teams, professional or semiprofessional","711211 Sports teams, professional or semiprofessional"
1266,"Phoenix, Arizona, United States",COO/CFO at Arcas Machine Inc,Managing Director at Investcorp,Brown University,"Business Administration, Management and Operations",Brown University,33.448437,-112.074142,Arizona,Maricopa,Phoenix,4013.0,Arcas Machine Inc,Investcorp,,"523930 Investment advisory services, customized, fees paid by client"
1267,,Chief Business Officer at Anycart,Chief Business Officer at Neurotrack,Wharton School of Business,Computer Engineering,Brown University,,,,,,,Anycart,Neurotrack,,
1268,"Providence, Rhode Island, United States",Executive Director Of Operations & Revenue Cycle at Southcoast Health,Director of  Coding at Lifespan,Brown University,Health/Health Care Administration/Management,Brown University,41.823989,-71.412834,Rhode Island,Providence,Providence,44007.0,Southcoast Health,Lifespan,621999 Stop smoking clinics,"621111 Walk-in physicians' offices (e.g., centers, clinics)"
1269, Chicago ,Product Development and Innovation Director - US & UK at ZENB,"Director of Marketing, Innovation & Research at Simple Mills",+ 1 more,"Marketing,  Management Strategy",Brown University,41.875562,-87.624421,Illinois,Cook,Chicago,17031.0,ZENB,Simple Mills,311999 Yeast manufacturing,311999 Yeast manufacturing
1270,"Mount Kisco, New York, United States","Managing Partner, Chief Strategy Officer at Calcium","Managing Partner, Chief Creative Officer at Calcium USA",Brown University,American Civilization,Brown University,41.20466,-73.730382,New York,Westchester,,36119.0,Calcium,Calcium USA,212112 Subbituminous coal underground mining or mining and beneficiating,541990 Weather forecasting services
1271,"New York, New York, United States",President at Cosentini Associates,,Brown University,Mechanical Engineering,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Cosentini Associates,,541330 Traffic engineering consulting services,
1272,"Geneva, Geneva, Switzerland",Partner at JAL Ventures Ltd.,Board Member at Factor8 SA,1994–1998,"Economics, French Lit.",Brown University,46.201756,6.146601,Genève,,Genève,,JAL Ventures Ltd.,Factor8 SA,,
1273,"Beverly, Massachusetts, United States",Co-Founder & Director at Build Health International,Director of Infrastructure at Partners In Health,Salem State University,,Brown University,42.558428,-70.880049,Massachusetts,Essex,Beverly,25009.0,Build Health International,Partners In Health,"236220 Warehouse, industrial, construction",524114 Medical service plans without providing health care services
1274,"Franklin, Massachusetts, United States","Sr. Director, Analytics & Automation at Hologic, Inc.","Sr. Director, Business Analytics and Insights at Hologic, Inc.",1994–1996,"Finance and Operations, with University Honors",Brown University,42.083431,-71.396725,Massachusetts,Norfolk,,25021.0,"Hologic, Inc.","Hologic, Inc.",339112 Veterinarians' instruments and apparatus manufacturing,339112 Veterinarians' instruments and apparatus manufacturing
1275,"New York, New York, United States",Partner & VP of Client Solutions at Blue Label Labs,Co-Founder at MyCallSheets,Brown University,International Relations and Economics,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Blue Label Labs,MyCallSheets,,
1276,"New York, New York, United States",Owner at Whitman Insight Strategies,"Principal at Penn, Schoen & Berland",Brown University,Political Science & International Relations,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Whitman Insight Strategies,"Penn, Schoen & Berland",,"541910 Sampling services, statistical"
1277,"Cambridge, Massachusetts, United States","Director, Analytics, Data & Diagnosis Strategy at Alnylam Pharmaceuticals","Associate Director, Analytics & Information Management at Alnylam Pharmaceuticals",Brown University,Public Health,Brown University,42.3751,-71.105616,Massachusetts,Middlesex,Cambridge,25017.0,Alnylam Pharmaceuticals,Alnylam Pharmaceuticals,541714,541714
1278,"Lafayette Hill, Pennsylvania, United States",General Manager at Southeastern Pennsylvania Transportation Authority (SEPTA),PennDOT Secretary at Commonwealth of Pennsylvania,1991–1993,Environmental/Regional Planning,Brown University,40.093999,-75.252957,Pennsylvania,Montgomery,Whitemarsh Township,42091.0,Southeastern Pennsylvania Transportation Authority (SEPTA),Commonwealth of Pennsylvania,,"921190 Supply agencies, government"
