,Unnamed: 0,current_location,current_work,previous_work,latest_Education,major,search_school,coordinate,state,county,city,latitude,longitude,fips,current_company,previous_company,current_company_industry,previous_company_industry,current_NAICS,previous_NAICS,current_NAICS_title,current_avg_salary,previous_NAICS_title
1452,1452,"Burbank, California, United States","Executive Director, Global Market Insights Lead at Warner Bros. Entertainment","Executive Director, Global Market Insights at Warner Bros. Entertainment","University of California, Riverside",Finance and Marketing,"University of California, Riverside","(34.1816482, -118.3258554)",California,Los Angeles,Burbank,34.181648,-118.325855,6037.0,Warner Bros. Entertainment,Warner Bros. Entertainment,512110 Video production and distribution,512110 Video production and distribution,51,51,Information,73855.595,Information
1453,1453,Dallas-Fort Worth ,Vice President of Sales at ABC Fitness Solutions,National Sales Director at ABC Fitness Solutions,2006–2007,Finance,"University of California, Riverside","(32.7453157, -97.3278313)",Texas,Tarrant,Fort Worth,32.745316,-97.327831,48439.0,ABC Fitness Solutions,ABC Fitness Solutions,"511210 Utility software, computer, packaged","511210 Utility software, computer, packaged",51,51,Information,73855.595,Information
1454,1454,"Irvine, California, United States","Head Of Human Resources at Ushio America, Inc.",Human Resources Business Partner at CTC Global,University of Southern California,Human Resource Management,"University of California, Riverside","(33.6856969, -117.8259819)",California,Orange,Irvine,33.685697,-117.825982,6059.0,"Ushio America, Inc.",CTC Global,423610 Wiring supplies merchant wholesalers,"541511 Web (i.e., Internet) page design services, custom",42,54,Wholesale Trade,68623.359,"Professional, Scientific, and Technical Services"
1455,1455,"San Diego, California, United States","Quality Engineer, Manufacturing at Cue Health",Quality Engineer 1 at Abbott,"University of California, Riverside",Bioengineering,"University of California, Riverside","(32.7174202, -117.1627728)",California,San Diego,San Diego,32.71742,-117.162773,6073.0,Cue Health,Abbott,334516 Ultraviolet-type analytical instruments manufacturing,325412 Zinc oxide medicinal preparations manufacturing,31-33,31-33,Manufacturing,69174.562,Manufacturing
1456,1456,"Los Angeles, California, United States",HR / Operations Director at Skilled Wound Care,HR / Operations Manager at Skilled Wound Care,"University of California, Riverside",Psychology,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Skilled Wound Care,Skilled Wound Care,,,,,,,
1457,1457,"Los Angeles, California, United States","Vice President, Group Product Manager at City National Bank","Vice President, Senior Product Manager at City National Bank",2010–2013,"Business Administration and Management, General","University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,City National Bank,City National Bank,522110 State commercial banks,522110 State commercial banks,52,52,Finance and Insurance,80163.492,Finance and Insurance
1458,1458,"San Jose, California, United States",Product Marketing Manager at Feedzai,Product Marketing Manager at NICE Actimize,2012–2016,"Business Administration, Marketing","University of California, Riverside","(37.3361905, -121.890583)",California,Santa Clara,San Jose,37.33619,-121.890583,6085.0,Feedzai,NICE Actimize,518210 Web hosting,,51,,Information,73855.595,
1459,1459,United States,"Member, Board of Directors at NVIDIA",SVP and Chief Information & Digital Officer at Eli Lilly and Company,"University of California, Riverside",Statistics,"University of California, Riverside","(39.7837304, -100.445882)",,,,39.78373,-100.445882,,NVIDIA,Eli Lilly and Company,334413 Wafers (semiconductor devices) manufacturing,,31-33,,Manufacturing,69174.562,
1460,1460,San Francisco Bay ,"Executive Search  - Product Design, UX Research, Industrial Design & Creative at Amazon",Executive Search - Product Design & Creative at Facebook,"University of California, Riverside",Political Science,"University of California, Riverside","(37.71402905, -122.30779415179862)",California,San Mateo,,37.714029,-122.307794,6081.0,Amazon,Facebook,454110,"541512 Systems integration design services, computer",44-45,54,Retail Trade,56013.266,"Professional, Scientific, and Technical Services"
1461,1461,,Recruiter at Aston Carter,Team Leader at Target,"University of California, Riverside",Sociology,"University of California, Riverside",,,,,,,,Aston Carter,Target,561320 Temporary staffing services,445110 Supermarkets,56,44-45,Administrative and Support and Waste Management and Remediation Services,64366.438,Retail Trade
1462,1462,,Dean and Regional Title IX & Equity Officer at Los Angeles Community College District,Dean of Student Services & Equity at Los Angeles Pierce College,"California State University, Long Beach",Educational Leadership,"University of California, Riverside",,,,,,,,Los Angeles Community College District,Los Angeles Pierce College,"611210 Schools, junior college vocational",,61,,Educational Services,67390.465,
1463,1463,"Los Angeles, California, United States","Vice President, Group Product Manager at City National Bank","Vice President, Senior Product Manager at City National Bank","University of California, Irvine - The Paul Merage School of Business","Business Administration and Management, General","University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,City National Bank,City National Bank,522110 State commercial banks,522110 State commercial banks,52,52,Finance and Insurance,80163.492,Finance and Insurance
1464,1464,"Tokyo, Tokyo, Japan","Chief Executive Officer at GCC Japan CO.,LTD","Startup Manager at COLORS CO.,LTD",城西国際大学 / Josai International University,Administration,"University of California, Riverside","(35.6810912, 139.7671861)",,,千代田区,35.681091,139.767186,,"GCC Japan CO.,LTD","COLORS CO.,LTD",,"541890 Window dressing or trimming services, store",,54,,,"Professional, Scientific, and Technical Services"
1465,1465,Los Angeles  ,"Director Of Ecommerce, Site Merchandising and Operations at Hot Topic",Sr. Ecommerce Manager at Hot Topic,"University of California, Riverside",Natural Sciences,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Hot Topic,Hot Topic,"315220 Work shirts, men's and boys', cut and sewn from purchased fabric (except apparel contractors)","315220 Work shirts, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",31-33,31-33,Manufacturing,69174.562,Manufacturing
1466,1466,Saudi Arabia,CEO at AKAREM GROUP,Sales Specialist at Al Rajhi Bank,"University of California, Riverside",Global business management,"University of California, Riverside","(25.6242618, 42.3528328)",,,,25.624262,42.352833,,AKAREM GROUP,Al Rajhi Bank,,523110 Underwriting securities,,52,,,Finance and Insurance
1467,1467,United States,Performance Marketing Manager at Parachute Home,"Supervisor, Search Engine Marketing at Horizon Media",California State University-Fullerton,"Marketing/Marketing Management, General","University of California, Riverside","(39.7837304, -100.445882)",,,,39.78373,-100.445882,,Parachute Home,Horizon Media,442299 Wood-burning stove stores,541810 Advertising agency consulting services,44-45,54,Retail Trade,56013.266,"Professional, Scientific, and Technical Services"
1468,1468,Los Angeles  ,Chief Executive Officer at Adroit Private Security,,"University of California, Riverside",Chemical Engineering,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Adroit Private Security,,,,,,,,
1469,1469,"Camarillo, California, United States",Chief Technology Officer at Sensor Industries,Chief Operating Officer at Sensor Industries,"University of California, Riverside",Experimental Psychology,"University of California, Riverside","(34.2176371, -119.0383541)",California,Ventura,,34.217637,-119.038354,6111.0,Sensor Industries,Sensor Industries,,,,,,,
1470,1470,"Riverside, California, United States",Director of Operations at Clear Cloud Solutions Inc.,"Project Manager, Operations at Clear Cloud Solutions Inc.",University of Phoenix,Business,"University of California, Riverside","(33.9459413, -117.41024442439222)",California,Riverside,Riverside,33.945941,-117.410244,6065.0,Clear Cloud Solutions Inc.,Clear Cloud Solutions Inc.,,,,,,,
1471,1471,"Sugar Land, Texas, United States","Vice President, DBSO - Growth at Danaher Corporation","Senior Director of Growth, DBSO at Danaher Corporation at Danaher Corporation",Rice University - Jesse H. Jones Graduate School of Management,Computer Science,"University of California, Riverside","(29.6196787, -95.6349463)",Texas,Fort Bend,Sugar Land,29.619679,-95.634946,48157.0,Danaher Corporation,Danaher Corporation,"334510 Ultrasonic scanning devices, medical, manufacturing","334510 Ultrasonic scanning devices, medical, manufacturing",31-33,31-33,Manufacturing,69174.562,Manufacturing
1472,1472,"Santa Ana, California, United States",Director Of Purchasing at Brio Water Technology,Director Of Purchasing at KITTRICH CORPORATION,"University of California, Riverside","Business Administration and Management, General","University of California, Riverside","(33.7494951, -117.8732213)",California,Orange,Santa Ana,33.749495,-117.873221,6059.0,Brio Water Technology,KITTRICH CORPORATION,"333318 Word processing equipment, dedicated, manufacturing","315990 Work gloves, leather (except apparel contractors), manufacturing",31-33,31-33,Manufacturing,69174.562,Manufacturing
1473,1473,"San Francisco, California, United States",Creator Growth Marketing Manager at StreamElements,Marketing and Project Manager at Tenbound,University of San Francisco School of Management,Marketing Strategy,"University of California, Riverside","(37.7790262, -122.419906)",California,,San Francisco,37.779026,-122.419906,6075.0,StreamElements,Tenbound,,,,,,,
1474,1474,"Chula Vista, California, United States",Clinical Project Manager/ Clinical Trial Manager  at Clinical Trial Consulting,Project Manager at Advanced Clinical,+ 3 more,Environmental Science,"University of California, Riverside","(32.6400541, -117.0841955)",California,San Diego,Chula Vista,32.640054,-117.084196,6073.0,Clinical Trial Consulting,Advanced Clinical,,561311 Theatrical employment agencies,,56,,,Administrative and Support and Waste Management and Remediation Services
1475,1475,"San Francisco, California, United States",Head of Cloud Lifecycle Marketing - Monetization  at Atlassian,Freelance Marketing Consultant at Independent Consultant,2007–2009,Business,"University of California, Riverside","(37.7790262, -122.419906)",California,,San Francisco,37.779026,-122.419906,6075.0,Atlassian,Independent Consultant,"541511 Web (i.e., Internet) page design services, custom",541618 Utilities management consulting services,54,54,"Professional, Scientific, and Technical Services",77645.346,"Professional, Scientific, and Technical Services"
1476,1476,"Toronto, Ontario, Canada","Founder, President, CEO, and Director at E2Gold Inc.","President/CEO, Board Member, Founder at Alexandria Minerals Corp",Western University,Geology,"University of California, Riverside","(43.6534817, -79.3839347)",Ontario,,Old Toronto,43.653482,-79.383935,,E2Gold Inc.,Alexandria Minerals Corp,,,,,,,
1477,1477,"Orange County, California, United States","Director, EBSO Innovation Execution at Envista Holdings Corporation","Director, DBSO Innovation Execution (Dental) at Danaher Corporation",+ 2 more,Chemical Engineering,"University of California, Riverside","(33.7500378, -117.8704931)",California,Orange,,33.750038,-117.870493,6059.0,Envista Holdings Corporation,Danaher Corporation,339114 Ultrasonic dental equipment manufacturing,"334510 Ultrasonic scanning devices, medical, manufacturing",31-33,31-33,Manufacturing,69174.562,Manufacturing
